exec_price,mid_price_at_submit,spread,depth5,vol24h,order_size
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,8.666595175
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,102.99197836249999
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,10.85438465
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,29.6966944
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,141.16662801249998
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.5448959375
108412.7,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,108.41375000000001
108412.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,108.41375000000001
108409.4,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,108.41375000000001
108408.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,9.7572375
108406.4,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,108.41375000000001
108401.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,283.7502237375
108400.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1084.1375
108400.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,218.35179732499998
108400.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,9.995747750000001
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,26.533181175000003
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,776.743321525
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,158.93022095
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,4.163088
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,2.4740017749999996
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.4494918375
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,22.657389612499998
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,3.2990304124999996
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,14.263997087499998
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.923259925
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,5.6711232625
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,0.9811444375
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.2326643375
108400.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,21.682750000000002
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,2.677819625
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,5.1117083125
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.1285871375
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,52.2825309375
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,8.883422675
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,6.5948084125
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,50.5782667875
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,50.0058421875
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,7.9738313125
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,61.4218100625
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.3540877375
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,3.4432207
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,31.016089737500003
108400.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,10.245099375
108400.3,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,3536.3795512375004
108400.9,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,800.0175853750001
108401.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,142.718028775
108402.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,49.035539125
108402.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,108.41375000000001
108402.1,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,5.00004215
108403.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,9.7572375
108403.3,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108403.3,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,3.9777004875000004
108403.5,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,5.3003482375
108403.7,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,26.0193
108404.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108404.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108404.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.13183955
108404.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,27.746331037500003
108405.6,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108406.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108406.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108406.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.9286806125
108406.6,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,41.9355226375
108406.7,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108406.7,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108408.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,20.973724075
108409.6,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,216.82750000000001
108410.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,25.522765024999998
108410.7,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108411.3,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1679.91442175
108412.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,1.0841375000000002
108413.5,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,4.998958012499999
108413.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,142.6930936125
108414.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,206.9347453125
108414.2,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,292.717125
108415.4,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,9.4612679625
108415.8,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,3.9289142999999997
108416.0,108413.75,9.2239222428724e-07,2.3835724799999998,5108.32983705,5.3111896125
